index,home_outcome,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,starplayer_Away,starplayer_Home,starplayer_No
3971,0,6,2.38,3.3,3.3,2013,5,7,4,8,11,13,1,2,0,0,19,42,6,6,48.0,52.0,0,0,1
3972,1,6,1.3,5.75,12.0,2013,10,2,4,8,10,14,3,2,0,0,32,24,5,8,59.0,41.0,0,1,0
3973,0,6,1.45,4.5,8.5,2013,4,3,5,2,11,13,1,2,0,0,24,12,6,2,62.0,38.0,0,0,1
3974,1,6,1.95,3.4,4.5,2013,3,4,4,3,13,11,2,1,0,0,28,14,7,3,57.0,43.0,0,0,1
3975,1,6,5.5,3.9,1.7,2013,10,7,10,6,8,9,2,1,0,0,35,29,10,8,47.0,53.0,0,0,1
3976,1,6,3.2,3.4,2.38,2013,3,3,5,4,6,10,3,2,0,0,14,11,4,3,57.0,43.0,1,0,0
3977,1,6,2.7,3.3,2.88,2013,3,7,8,4,16,14,5,2,0,0,15,24,4,5,53.0,47.0,0,0,1
3978,1,7,2.45,3.4,3.1,2013,3,11,6,5,11,8,1,0,0,0,16,12,3,3,57.0,43.0,0,0,1
3979,0,7,2.4,3.3,3.3,2013,4,7,3,8,9,12,3,2,0,0,20,17,7,5,44.0,56.0,0,0,1
3980,1,7,2.45,3.3,3.2,2013,2,8,8,8,7,11,2,1,0,0,31,18,7,7,45.0,55.0,0,0,1
3981,0,7,1.2,7.5,17.0,2013,5,6,4,5,12,5,2,1,0,0,29,17,10,3,63.0,37.0,0,0,1
3982,0,7,1.67,4.2,5.5,2013,6,4,9,1,13,10,5,4,0,0,21,11,8,1,54.0,46.0,0,1,0
3983,1,7,6.5,4.0,1.62,2013,7,12,9,8,11,7,1,1,0,0,22,19,4,6,45.0,55.0,0,0,1
3984,0,7,2.1,3.5,3.8,2013,5,9,6,7,12,6,3,1,0,0,22,33,7,4,42.0,58.0,0,0,1
3985,1,7,6.0,4.0,1.65,2013,4,5,1,6,15,12,2,4,0,0,17,34,4,4,37.0,63.0,1,0,0
3986,1,7,1.44,4.75,8.5,2013,7,5,9,8,5,9,0,0,0,0,25,21,6,6,61.0,39.0,0,0,1
3987,1,7,4.9,4.0,1.75,2013,4,4,5,8,7,11,1,2,0,0,30,23,6,2,44.0,56.0,1,0,0
3988,0,8,1.29,6.0,12.0,2013,8,6,7,4,9,6,0,0,0,0,28,12,10,1,56.0,44.0,0,1,0
3989,1,8,4.0,3.5,2.05,2013,7,7,12,7,12,12,3,4,0,0,21,21,4,7,38.0,62.0,0,0,1
3990,0,8,1.25,6.5,15.0,2013,9,6,10,5,13,5,1,2,0,0,24,19,6,8,66.0,34.0,0,0,1
3991,1,8,2.75,3.3,2.8,2013,5,2,5,2,6,12,0,1,0,0,25,11,5,7,45.0,55.0,0,0,1
3992,0,8,1.45,4.5,9.0,2013,7,2,4,7,8,16,3,1,0,0,20,21,5,7,67.0,33.0,0,0,1
3993,1,8,1.57,4.33,6.5,2013,6,9,5,8,10,17,2,3,0,0,21,22,4,4,47.0,53.0,0,1,0
3994,1,8,4.5,3.9,1.83,2013,4,6,5,11,8,9,2,3,1,0,15,26,3,13,37.0,63.0,0,0,1
3995,1,8,2.3,3.3,3.5,2013,4,6,6,2,11,7,1,0,0,0,23,18,6,6,51.0,49.0,0,0,1
3996,0,8,1.62,4.0,6.5,2013,8,3,3,3,12,12,1,2,0,0,27,11,7,2,63.0,37.0,0,0,1
3997,1,8,5.5,3.8,1.73,2013,0,11,6,3,8,10,1,2,0,0,29,13,5,5,37.0,63.0,1,0,0
3998,1,9,3.4,3.4,2.3,2013,9,10,5,4,8,6,0,2,0,0,22,15,8,6,47.0,53.0,0,0,1
3999,0,9,2.38,3.4,3.2,2013,3,9,9,5,12,15,2,3,0,0,24,15,3,6,46.0,54.0,1,0,0
4000,1,9,11.0,5.0,1.36,2013,6,4,7,4,12,8,0,0,0,1,18,19,4,3,37.0,63.0,1,0,0
4001,0,9,1.44,4.75,8.0,2013,3,4,12,5,13,11,0,2,0,0,18,21,3,8,54.0,46.0,0,0,1
4002,0,9,1.33,5.5,11.0,2013,5,6,12,2,8,20,2,6,0,0,40,16,12,2,66.0,34.0,0,1,0
4003,1,9,2.2,3.4,3.6,2013,17,7,12,2,8,9,1,1,0,0,44,14,13,2,61.0,39.0,0,0,1
4004,0,9,1.62,4.0,6.5,2013,6,0,11,1,12,9,0,2,0,0,34,11,10,3,66.0,34.0,0,0,1
4005,0,9,2.9,3.3,2.63,2013,5,7,2,7,11,14,1,1,0,0,19,14,5,3,48.0,52.0,0,0,1
4006,0,9,1.44,4.75,8.0,2013,7,7,7,3,10,9,3,3,0,0,19,16,6,4,67.0,33.0,0,0,1
4007,1,9,1.75,3.8,5.25,2013,8,7,3,8,12,11,1,3,0,0,21,22,9,6,67.0,33.0,0,0,1
4008,0,1,1.25,6.5,15.0,2014,7,3,5,0,12,19,2,3,0,0,32,9,9,3,77.0,23.0,0,0,1
4009,1,1,9.0,5.0,1.4,2014,1,3,4,4,6,7,1,1,0,0,21,15,4,3,38.0,62.0,1,0,0
4010,1,1,3.2,3.4,2.4,2014,2,7,6,4,16,10,1,1,0,0,18,12,3,6,36.0,64.0,0,0,1
4011,0,1,1.33,5.75,10.0,2014,4,5,5,4,8,14,1,2,0,0,13,31,2,6,56.0,44.0,0,0,1
4012,1,1,1.36,5.0,11.0,2014,8,3,5,1,14,20,2,4,0,0,28,5,4,0,58.0,42.0,0,1,0
4013,1,1,5.25,4.33,1.67,2014,5,7,8,4,8,11,1,5,0,0,21,13,3,3,45.0,55.0,0,0,1
4014,1,1,2.5,3.3,3.1,2014,11,5,4,2,9,10,1,2,0,0,32,21,8,9,51.0,49.0,0,0,1
4015,1,1,1.95,3.5,4.5,2014,5,2,6,5,10,6,0,3,0,0,21,24,2,8,65.0,35.0,0,0,1
4016,1,1,2.25,3.4,3.5,2014,4,0,5,3,16,6,3,1,0,0,20,11,6,3,57.0,43.0,0,0,1
4017,1,1,3.8,3.6,2.05,2014,6,4,7,2,13,11,2,0,0,1,26,10,8,5,47.0,53.0,0,0,1
4018,0,10,1.25,6.5,14.0,2014,18,3,11,1,5,6,0,1,0,0,28,3,18,1,69.0,31.0,0,0,1
4019,1,10,3.75,3.6,2.1,2014,4,12,7,5,12,11,3,3,1,0,26,24,3,9,39.0,61.0,0,0,1
4020,0,10,1.17,8.5,21.0,2014,9,5,9,3,8,12,0,0,0,0,19,8,13,2,65.0,35.0,0,1,0
4021,1,10,2.1,3.5,3.8,2014,8,5,2,0,12,20,1,3,0,0,21,7,11,2,53.0,47.0,0,0,1
4022,1,10,1.75,3.8,5.25,2014,7,4,7,4,10,15,2,4,0,0,20,10,12,0,67.0,33.0,0,0,1
4023,1,10,3.8,3.6,2.05,2014,3,3,5,6,6,9,1,0,0,0,16,6,7,4,46.0,54.0,0,0,1
4024,1,10,2.3,3.5,3.3,2014,7,6,8,1,5,12,0,1,0,0,21,5,8,3,58.0,42.0,0,0,1
4025,0,10,1.91,3.75,4.33,2014,8,3,5,6,17,10,3,2,0,0,14,13,7,4,52.0,48.0,0,1,0
4026,0,10,3.8,3.75,2.0,2014,7,4,4,2,13,8,4,3,0,0,17,19,7,2,35.0,65.0,0,0,1
4027,1,10,2.38,3.4,3.25,2014,9,5,9,4,11,17,1,1,0,0,32,11,9,2,60.0,40.0,0,0,1
4028,0,11,2.5,3.4,3.0,2014,10,2,3,7,17,17,6,4,0,0,10,12,7,1,54.0,46.0,0,0,1
4029,1,11,3.4,3.4,2.3,2014,7,9,4,6,9,12,2,5,0,0,26,12,5,7,59.0,41.0,1,0,0
4030,0,11,1.3,6.0,11.0,2014,9,2,9,5,8,12,1,3,0,0,15,11,11,4,72.0,28.0,0,1,0
4031,1,11,7.0,4.75,1.5,2014,10,13,3,8,9,10,4,2,0,0,27,18,7,7,43.0,57.0,1,0,0
4032,0,11,1.44,4.75,8.0,2014,8,1,6,4,10,12,2,2,0,0,27,15,13,4,65.0,35.0,0,0,1
4033,1,11,4.0,3.5,2.05,2014,5,8,4,8,11,12,1,2,0,0,22,13,5,4,42.0,58.0,0,0,1
4034,0,11,3.75,3.5,2.1,2014,5,6,3,5,10,16,5,5,0,0,18,19,6,10,48.0,52.0,0,0,1
4035,1,11,1.7,4.0,5.5,2014,6,5,7,6,20,13,3,2,1,0,17,9,5,5,60.0,40.0,0,0,1
4036,1,11,2.3,3.5,3.3,2014,4,1,5,3,12,6,0,0,0,0,9,17,7,4,57.0,43.0,0,0,1
4037,1,11,1.75,3.75,5.5,2014,14,6,8,5,9,10,0,3,0,0,40,15,13,2,57.0,43.0,0,0,1
4038,1,12,2.15,3.6,3.5,2014,13,1,8,8,12,9,2,1,0,0,15,8,11,5,62.0,38.0,1,0,0
4039,1,12,5.25,3.75,1.75,2014,4,9,2,7,15,17,1,2,0,0,16,27,2,8,36.0,64.0,0,0,1
4040,0,12,1.25,6.5,15.0,2014,12,1,7,3,7,9,1,0,0,1,26,6,15,0,76.0,24.0,0,1,0
4041,0,12,4.33,3.7,1.91,2014,7,5,4,9,21,10,1,2,0,0,22,13,4,3,35.0,65.0,0,0,1
4042,0,12,1.85,3.8,4.5,2014,5,6,6,7,10,13,2,3,0,0,3,23,1,5,56.0,44.0,0,0,1
4043,1,12,3.6,3.4,2.2,2014,2,12,6,10,14,9,3,1,1,0,16,25,3,9,26.0,74.0,0,0,1
4044,1,12,2.1,3.5,3.8,2014,6,8,9,3,18,11,2,3,0,0,21,23,6,9,40.0,60.0,0,0,1
4045,0,12,1.4,5.25,8.5,2014,11,3,9,4,11,7,2,1,0,0,18,7,7,3,59.0,41.0,0,1,0
4046,0,12,1.83,3.75,4.75,2014,10,9,3,4,12,15,2,3,0,0,18,11,16,7,56.0,44.0,0,0,1
4047,1,12,1.7,3.8,5.75,2014,6,2,11,1,9,9,2,2,0,0,30,4,14,0,72.0,28.0,0,0,1
4048,1,13,2.15,3.4,3.75,2014,7,14,6,4,8,8,3,4,0,0,19,16,1,5,47.0,53.0,0,0,1
4049,0,13,1.73,4.0,5.0,2014,7,10,8,6,12,9,0,3,0,0,17,9,5,5,48.0,52.0,0,0,1
4050,0,13,1.33,5.75,10.0,2014,5,3,7,1,12,12,2,2,0,0,15,7,7,0,77.0,23.0,0,1,0
4051,0,13,2.38,3.4,3.25,2014,8,3,16,9,8,17,3,2,0,0,20,14,11,5,62.0,38.0,0,0,1
4052,1,13,3.2,3.6,2.3,2014,8,4,5,7,10,13,1,3,0,0,19,9,8,6,51.0,49.0,1,0,0
4053,1,13,9.0,5.0,1.4,2014,9,15,5,9,13,10,3,2,0,0,15,14,2,8,34.0,66.0,1,0,0
4054,1,13,1.8,3.75,5.0,2014,5,5,12,4,6,12,0,2,0,0,30,7,4,6,64.0,36.0,0,0,1
4055,0,13,2.25,3.6,3.25,2014,6,6,5,3,16,6,5,1,0,0,12,17,3,4,39.0,61.0,0,0,1
4056,1,13,4.5,3.8,1.85,2014,3,10,6,4,9,10,2,1,0,0,17,13,4,4,46.0,54.0,0,0,1
4057,0,13,2.15,3.5,3.6,2014,5,1,3,6,9,16,3,3,0,0,25,14,6,2,47.0,53.0,0,0,1
4058,0,14,1.8,3.75,5.0,2014,10,3,7,3,7,14,0,2,0,0,25,17,9,4,58.0,42.0,0,0,1
4059,1,14,2.8,3.3,2.75,2014,4,5,7,5,12,12,2,2,0,0,11,15,2,5,43.0,57.0,0,0,1
4060,1,14,3.8,3.6,2.05,2014,11,4,8,4,11,10,1,2,1,0,24,15,7,4,46.0,54.0,0,0,1
4061,0,14,1.45,4.5,8.5,2014,1,3,6,1,8,13,2,4,0,0,24,14,2,2,64.0,36.0,0,1,0
4062,0,14,1.73,3.8,5.5,2014,11,2,5,3,8,12,2,2,0,0,17,4,9,2,58.0,42.0,0,0,1
4063,1,14,2.1,3.4,4.0,2014,11,2,6,2,16,16,2,2,0,0,28,9,8,2,45.0,55.0,0,0,1
4064,1,14,2.5,3.4,3.0,2014,12,10,10,2,11,17,2,1,0,0,23,13,6,3,57.0,43.0,0,0,1
4065,0,14,1.4,5.0,9.0,2014,6,4,2,7,9,9,1,1,0,0,13,20,1,6,38.0,62.0,0,1,0
4066,1,14,1.53,4.33,7.0,2014,7,3,4,5,8,13,1,1,0,0,11,22,6,4,59.0,41.0,0,0,1
4067,1,14,7.5,4.5,1.5,2014,7,1,0,10,9,8,1,1,0,0,6,9,2,0,35.0,65.0,1,0,0
4068,0,15,2.4,3.4,3.2,2014,8,4,4,5,9,14,4,4,0,1,14,16,5,5,66.0,34.0,0,0,1
4069,1,15,2.45,3.3,3.2,2014,4,3,7,0,13,16,1,1,0,0,19,5,3,2,49.0,51.0,0,0,1
4070,1,15,1.5,4.5,7.5,2014,9,2,5,5,12,15,1,3,0,0,30,15,5,7,52.0,48.0,0,0,1
4071,0,15,1.5,4.75,7.0,2014,16,6,4,3,8,11,3,3,0,0,16,7,11,7,52.0,48.0,0,1,0
4072,0,15,7.0,4.33,1.53,2014,3,11,3,15,8,6,3,3,0,0,11,30,1,10,34.0,66.0,1,0,0
4073,0,15,2.05,3.5,4.0,2014,9,5,1,7,13,12,2,1,0,0,18,24,3,11,51.0,49.0,0,0,1
4074,1,15,2.8,3.4,2.7,2014,5,0,8,1,13,9,2,1,0,0,13,9,5,1,51.0,49.0,1,0,0
4075,0,15,4.0,3.6,2.0,2014,3,7,7,7,17,16,3,3,0,0,15,15,3,9,43.0,57.0,0,0,1
4076,1,15,1.6,4.2,6.0,2014,5,8,8,6,11,10,1,0,0,0,12,15,2,12,67.0,33.0,0,0,1
4077,0,15,2.35,3.4,3.25,2014,9,5,2,5,11,18,0,1,0,1,32,8,7,4,56.0,44.0,0,0,1
4078,0,16,1.44,4.75,8.0,2014,3,8,9,1,14,15,2,2,0,0,13,22,9,6,52.0,48.0,0,0,1
4079,0,16,5.5,3.75,1.73,2014,4,4,2,8,15,11,1,3,0,0,12,20,2,4,40.0,60.0,0,0,1
4080,0,16,1.18,8.0,18.0,2014,6,1,4,6,13,13,3,4,0,1,20,14,5,4,61.0,39.0,0,1,0
4081,1,16,2.6,3.25,3.0,2014,5,4,3,2,12,11,2,0,0,0,16,16,9,8,43.0,57.0,0,0,1
4082,0,16,1.45,4.5,8.5,2014,7,6,4,9,11,12,1,1,0,0,5,17,1,8,53.0,47.0,0,0,1
4083,1,16,7.0,4.75,1.5,2014,1,5,6,3,15,11,0,2,0,0,19,7,8,2,42.0,58.0,0,0,1
4084,0,16,1.8,3.8,4.75,2014,5,11,2,4,13,15,4,3,0,0,13,9,2,7,54.0,46.0,0,1,0
4085,1,16,2.95,3.4,2.55,2014,8,12,8,6,11,19,2,2,0,0,23,24,6,8,57.0,43.0,0,0,1
4086,1,16,2.5,3.4,3.0,2014,7,3,6,5,7,17,3,4,0,0,30,14,7,9,53.0,47.0,0,0,1
4087,0,16,2.15,3.4,3.8,2014,5,3,5,4,17,12,4,2,0,1,22,14,4,2,49.0,51.0,0,0,1
4088,1,17,6.25,4.0,1.62,2014,6,11,3,5,10,10,1,1,1,0,7,26,3,9,35.0,65.0,1,0,0
4089,1,17,3.1,3.3,2.5,2014,6,4,6,9,13,16,2,2,0,0,14,8,4,5,56.0,44.0,0,0,1
4090,1,17,2.8,3.5,2.6,2014,12,4,13,2,6,14,1,3,0,0,10,7,10,6,63.0,37.0,0,0,1
4091,0,17,1.29,6.0,12.0,2014,3,1,9,5,17,6,2,1,0,0,16,16,8,6,74.0,26.0,0,0,1
4092,1,17,2.05,3.5,4.0,2014,9,4,9,10,15,15,4,4,0,0,19,15,7,1,51.0,49.0,0,0,1
4093,0,17,2.45,3.3,3.2,2014,8,6,4,6,14,8,1,0,0,0,14,12,5,11,42.0,58.0,0,0,1
4094,0,17,2.45,3.5,3.0,2014,3,7,6,6,11,10,1,1,0,0,12,13,4,6,45.0,55.0,0,0,1
4095,1,17,6.25,4.0,1.62,2014,6,9,6,6,11,4,3,0,0,0,24,8,6,5,49.0,51.0,1,0,0
4096,0,17,1.5,4.5,7.5,2014,10,5,12,6,9,8,1,0,0,0,13,10,9,6,66.0,34.0,0,0,1
4097,0,17,1.75,3.9,5.0,2014,4,8,3,2,8,17,0,3,0,0,16,20,9,4,49.0,51.0,0,0,1
4098,0,18,1.29,6.0,13.0,2014,5,6,7,8,6,16,1,4,1,0,8,19,6,2,58.0,42.0,0,0,1
4099,1,18,4.75,3.8,1.8,2014,4,6,14,3,7,5,0,1,0,0,22,5,8,2,47.0,53.0,0,0,1
4100,0,18,1.33,5.75,10.0,2014,11,0,14,5,8,14,0,3,0,0,11,14,8,6,66.0,34.0,0,1,0
4101,1,18,3.75,3.4,2.15,2014,7,4,3,6,15,10,1,0,0,0,30,10,8,4,42.0,58.0,0,0,1
4102,1,18,1.83,3.6,5.0,2014,9,4,4,5,9,15,2,3,0,0,16,13,9,3,62.0,38.0,0,0,1
4103,1,18,3.8,3.6,2.05,2014,11,4,9,2,10,14,1,2,0,0,5,4,11,1,44.0,56.0,0,0,1
4104,0,18,1.4,5.0,9.0,2014,2,4,5,2,17,10,1,2,0,0,12,15,4,5,62.0,38.0,0,1,0
4105,1,18,2.05,3.4,4.2,2014,5,5,5,6,12,6,4,2,0,0,4,8,10,4,47.0,53.0,0,0,1
4106,0,18,1.75,3.75,5.25,2014,2,5,3,9,18,13,1,4,0,0,13,17,4,0,43.0,57.0,0,0,1
4107,1,18,6.5,4.5,1.53,2014,9,2,6,5,5,9,0,1,0,0,13,7,10,6,47.0,53.0,0,0,1
4108,1,19,2.35,3.3,3.4,2014,6,7,7,7,5,11,1,3,1,0,20,16,4,4,48.0,52.0,0,0,1
4109,1,19,2.25,3.4,3.5,2014,11,1,6,2,12,14,0,2,1,0,26,10,7,1,63.0,37.0,0,0,1
4110,0,19,1.7,4.0,5.5,2014,10,4,8,5,8,5,1,0,0,0,10,20,6,3,48.0,52.0,0,0,1
4111,1,19,1.18,8.0,19.0,2014,7,3,7,6,18,9,4,1,0,0,17,14,10,3,64.0,36.0,0,0,1
4112,0,19,2.9,3.4,2.6,2014,9,1,4,7,13,8,2,2,0,0,22,12,8,3,53.0,47.0,0,0,1
4113,1,19,2.38,3.4,3.25,2014,8,4,2,6,11,17,2,1,0,0,28,19,9,4,54.0,46.0,0,0,1
4114,1,19,4.75,3.75,1.83,2014,1,5,5,2,23,14,3,2,0,0,10,28,4,6,40.0,60.0,1,0,0
4115,0,19,1.91,3.6,4.5,2014,7,6,4,7,10,13,0,2,0,0,17,16,5,3,50.0,50.0,0,0,1
4116,1,19,3.25,3.6,2.3,2014,7,7,4,3,11,19,2,4,0,0,20,15,3,6,47.0,53.0,1,0,0
4117,1,19,3.5,3.5,2.2,2014,7,14,6,6,13,13,3,3,0,0,37,10,7,8,56.0,44.0,0,0,1
4118,1,2,2.5,3.4,3.0,2014,4,4,5,7,11,8,4,1,0,0,26,24,7,7,40.0,60.0,0,0,1
4119,0,2,1.2,7.5,17.0,2014,14,5,10,1,10,11,0,1,0,0,27,25,8,7,63.0,37.0,0,1,0
4120,1,2,2.5,3.3,3.1,2014,7,7,2,4,11,10,1,3,0,0,16,17,6,9,45.0,55.0,0,0,1
4121,1,2,2.8,3.4,2.7,2014,2,4,4,6,10,18,1,4,0,0,8,17,3,3,45.0,55.0,1,0,0
4122,1,2,2.5,3.25,3.2,2014,5,4,2,10,10,10,1,3,1,0,12,24,4,5,43.0,57.0,0,0,1
4123,0,2,1.85,4.0,4.33,2014,1,6,4,5,13,7,1,1,0,0,10,22,6,7,50.0,50.0,0,0,1
4124,1,2,1.85,3.7,4.75,2014,3,3,5,4,14,16,1,2,0,0,20,20,1,5,59.0,41.0,0,0,1
4125,1,2,5.0,4.0,1.75,2014,4,4,6,4,10,15,0,2,0,0,17,18,4,4,45.0,55.0,1,0,0
4126,0,2,1.65,4.0,6.0,2014,6,7,2,6,13,12,2,1,0,0,16,21,2,3,57.0,43.0,0,0,1
4127,0,2,1.45,4.75,8.0,2014,6,1,8,7,10,6,0,1,0,0,24,22,7,6,66.0,34.0,0,0,1
4128,1,20,2.4,3.3,3.3,2015,7,2,10,4,11,12,1,1,0,0,21,13,5,2,70.0,30.0,0,0,1
4129,0,20,3.4,3.4,2.3,2015,9,5,5,5,15,15,3,4,0,0,15,14,4,8,44.0,56.0,0,0,1
4130,1,20,1.4,5.0,9.0,2015,7,5,9,9,13,11,2,2,0,0,8,15,4,5,59.0,41.0,0,0,1
4131,0,20,1.22,7.0,15.0,2015,18,2,12,0,14,7,2,3,0,0,22,7,10,4,64.0,36.0,0,1,0
4132,1,20,1.83,3.75,4.75,2015,2,5,4,9,12,13,2,4,0,0,9,10,5,5,52.0,48.0,0,0,1
4133,1,20,3.0,3.4,2.5,2015,12,11,8,11,20,6,4,0,0,1,20,15,4,9,42.0,58.0,0,0,1
4134,0,20,2.9,3.4,2.6,2015,5,7,6,3,14,7,2,1,0,0,17,26,2,7,41.0,59.0,0,0,1
4135,1,20,4.2,3.5,2.0,2015,4,2,6,4,8,12,0,0,0,0,14,16,11,7,35.0,65.0,1,0,0
4136,0,20,5.0,3.75,1.8,2015,4,7,1,7,14,10,3,1,0,0,9,14,5,3,46.0,54.0,1,0,0
4137,1,20,1.85,3.75,4.5,2015,3,4,4,8,6,13,1,0,0,0,23,8,0,1,46.0,54.0,0,0,1
4138,0,21,1.44,4.75,8.0,2015,4,2,7,4,11,12,0,3,0,0,11,24,9,1,53.0,47.0,0,0,1
4139,0,21,2.2,3.4,3.6,2015,5,8,7,7,14,9,2,2,0,0,16,12,10,6,46.0,54.0,0,0,1
4140,0,21,1.2,7.5,17.0,2015,4,6,5,3,13,13,2,3,0,0,15,16,7,4,63.0,37.0,0,1,0
4141,0,21,3.5,3.5,2.2,2015,12,4,6,3,9,14,5,3,0,0,26,18,4,6,42.0,58.0,0,0,1
4142,1,21,4.5,3.75,1.85,2015,7,7,2,9,9,10,1,2,0,0,12,12,4,9,38.0,62.0,1,0,0
4143,0,21,2.2,3.4,3.6,2015,5,5,7,8,17,6,1,2,1,0,18,13,6,6,38.0,62.0,0,0,1
4144,1,21,1.83,3.75,4.75,2015,1,1,7,6,9,10,2,3,0,0,33,15,3,5,61.0,39.0,0,0,1
4145,1,21,4.5,3.6,1.91,2015,2,7,2,11,13,11,2,4,0,0,14,7,6,6,47.0,53.0,0,0,1
4146,1,21,2.25,3.5,3.4,2015,11,7,5,4,9,8,0,1,0,0,14,17,4,5,60.0,40.0,0,0,1
4147,0,21,2.05,3.4,4.2,2015,3,5,4,7,6,13,1,0,0,0,9,19,5,2,53.0,47.0,0,0,1
4148,1,22,4.5,3.6,1.91,2015,5,7,10,6,13,11,1,1,0,0,21,13,9,5,49.0,51.0,0,0,1
4149,1,22,2.55,3.25,3.1,2015,2,3,0,6,6,18,1,3,0,0,10,12,5,7,50.0,50.0,0,0,1
4150,1,22,1.85,3.6,4.75,2015,9,2,5,2,12,14,3,2,0,0,30,6,8,1,68.0,32.0,0,0,1
4151,1,22,2.63,3.3,2.9,2015,6,6,2,4,9,6,1,0,0,0,15,2,6,5,42.0,58.0,0,0,1
4152,1,22,1.8,4.0,4.5,2015,6,2,4,4,12,6,3,3,0,0,20,7,16,3,66.0,34.0,0,1,0
4153,1,22,3.3,3.3,2.38,2015,4,1,10,2,11,8,0,2,0,0,27,11,9,0,52.0,48.0,0,0,1
4154,1,22,6.0,4.2,1.62,2015,7,9,7,1,12,10,3,2,0,0,24,11,3,3,36.0,64.0,1,0,0
4155,1,22,7.0,4.2,1.55,2015,3,7,6,8,9,13,0,0,0,0,7,8,1,2,46.0,54.0,1,0,0
4156,0,22,1.62,4.2,6.0,2015,14,4,8,1,13,8,1,2,0,0,11,7,6,6,66.0,34.0,0,0,1
4157,0,22,1.75,3.75,5.25,2015,6,5,8,3,5,14,1,3,0,0,21,13,4,7,54.0,46.0,0,0,1
4158,0,23,1.25,6.5,15.0,2015,3,4,5,5,6,10,0,2,0,0,14,23,7,7,48.0,52.0,0,0,1
4159,1,23,2.15,3.5,3.6,2015,1,4,1,5,12,14,0,2,0,0,9,17,1,8,43.0,57.0,0,1,0
4160,1,23,2.8,3.3,2.75,2015,7,5,8,5,12,14,0,3,0,0,50,9,6,1,54.0,46.0,0,0,1
4161,1,23,2.7,3.25,2.88,2015,9,3,4,4,15,13,4,1,0,0,17,7,3,3,53.0,47.0,0,0,1
4162,0,23,1.67,4.0,5.75,2015,10,4,9,2,12,15,1,1,0,0,12,12,5,7,66.0,34.0,0,0,1
4163,0,23,1.36,5.5,9.5,2015,7,0,4,3,8,12,0,1,0,0,21,14,4,3,72.0,28.0,0,1,0
4164,1,23,1.6,4.0,6.5,2015,10,2,6,3,11,9,1,1,1,0,30,3,9,0,63.0,37.0,0,0,1
4165,0,23,1.65,4.0,6.0,2015,2,5,8,8,11,12,2,2,0,0,13,6,3,5,52.0,48.0,0,0,1
4166,0,23,2.25,3.3,3.6,2015,4,4,3,10,12,12,3,1,0,0,12,20,6,3,50.0,50.0,0,0,1
4167,1,23,2.9,3.3,2.63,2015,7,6,6,6,8,13,2,1,0,0,13,6,6,3,38.0,62.0,0,0,1
4168,1,24,10.0,5.25,1.36,2015,1,5,7,4,9,7,3,2,0,0,27,4,7,7,50.0,50.0,1,0,0
4169,1,24,2.6,3.25,3.0,2015,7,4,3,2,10,16,0,4,0,0,20,15,5,6,55.0,45.0,0,0,1
4170,1,24,3.4,3.4,2.3,2015,2,12,2,4,11,8,4,1,0,0,9,9,3,6,44.0,56.0,0,0,1
4171,1,24,2.4,3.3,3.25,2015,12,6,8,9,17,7,4,1,0,0,17,19,8,6,63.0,37.0,0,0,1
4172,1,24,1.18,8.0,19.0,2015,10,3,3,3,9,8,2,4,0,0,14,6,13,1,74.0,26.0,0,1,0
4173,1,24,2.3,3.4,3.4,2015,3,4,4,2,14,17,2,4,0,0,13,14,5,8,42.0,58.0,0,0,1
4174,1,24,4.75,3.6,1.85,2015,6,5,5,7,13,16,2,2,0,0,13,13,3,4,45.0,55.0,0,0,1
4175,1,24,1.91,3.5,4.6,2015,10,2,8,2,11,13,3,4,0,0,19,6,7,1,61.0,39.0,0,0,1
4176,0,24,3.25,3.5,2.3,2015,10,4,11,1,8,12,3,5,0,0,18,14,10,3,56.0,44.0,0,0,1
4177,1,24,4.2,3.6,1.95,2015,8,10,5,7,7,14,2,3,0,0,23,23,9,9,41.0,59.0,1,0,0
4178,0,25,1.29,6.0,12.0,2015,10,5,4,5,13,15,2,2,0,0,5,19,6,6,58.0,42.0,0,0,1
4179,0,25,2.38,3.1,3.5,2015,4,4,4,6,16,11,1,2,0,0,8,13,3,7,37.0,63.0,0,0,1
4180,0,25,1.29,6.0,12.0,2015,4,3,3,9,15,9,4,3,0,0,17,21,5,8,57.0,43.0,0,1,0
4181,1,25,1.73,3.9,5.25,2015,11,4,7,0,12,11,2,1,0,1,25,7,8,2,67.0,33.0,0,0,1
4182,1,25,2.38,3.3,3.3,2015,3,0,4,2,10,11,1,2,0,0,28,12,5,2,54.0,46.0,0,0,1
4183,0,25,1.91,3.8,4.2,2015,8,8,5,6,14,17,3,6,0,0,8,5,5,7,50.0,50.0,0,0,1
4184,0,25,2.55,3.25,3.1,2015,6,4,5,5,11,12,2,1,0,0,13,17,5,4,37.0,63.0,0,0,1
4185,0,25,1.33,5.5,11.0,2015,12,5,9,2,8,14,3,4,0,0,31,7,10,2,54.0,46.0,0,1,0
